OID_,boro_code,boro_name,county_fip,ntacode,ntaname,shape_area,shape_leng,X,Y
,3.000000000000000,Brooklyn,047,BK21,Seagate-Coney Island,38782030.920800000429153,51874.955526300000201,-73.991235775600003,40.576482645799999
,2.000000000000000,Bronx,005,BX22,North Riverdale-Fieldston-Riverdale,49048279.090800002217293,31851.142463200001657,-73.906984760399993,40.899534968200001
,2.000000000000000,Bronx,005,BX29,Spuyten Duyvil-Kingsbridge,23214112.679800000041723,27990.788395399998990,-73.910666841199998,40.882406019900003
,3.000000000000000,Brooklyn,047,BK40,Windsor Terrace,14041668.066199999302626,19033.671733200000745,-73.977982727400004,40.653611976000001
,3.000000000000000,Brooklyn,047,BK64,Prospect Heights,10230580.603599999099970,15073.773515200000475,-73.967587591099999,40.677644787100000
,3.000000000000000,Brooklyn,047,BK42,Flatbush,45254807.504500001668930,38737.853810799999337,-73.960968471000001,40.637900377800001
,2.000000000000000,Bronx,005,BX27,Hunts Point,49729963.227700002491474,44726.818498000000545,-73.885534382299994,40.812075886400002
,3.000000000000000,Brooklyn,047,BK50,Canarsie,82098856.605199992656708,43718.666353900000104,-73.899750270200002,40.638040560999997
,3.000000000000000,Brooklyn,047,BK58,Flatlands,54341776.203699998557568,40635.275342399996589,-73.930096958099995,40.626272789500000
,4.000000000000000,Queens,081,QN44,Glen Oaks-Floral Park-New Hyde Park,45666940.658600002527237,33596.473159599998326,-73.711026656200005,40.745993864699997
,4.000000000000000,Queens,081,QN45,Douglas Manor-Douglaston-Little Neck,68394169.930899992585182,45784.458091799999238,-73.737011129300001,40.763846308399998
,2.000000000000000,Bronx,005,BX06,Belmont,13557339.867799999192357,17114.268971099998453,-73.885867183399995,40.857779921400002
,4.000000000000000,Queens,081,QN35,Briarwood-Jamaica Hills,29301607.073499999940395,30038.170680200000788,-73.808678451500001,40.711597042900003
,4.000000000000000,Queens,081,QN60,Kew Gardens,20568333.524799998849630,21449.751555700000608,-73.828673142599996,40.708066887299999
,2.000000000000000,Bronx,005,BX09,Soundview-Castle Hill-Clason Point-Harding Park,51983797.502099998295307,67340.979386000006343,-73.856187619500005,40.818054588099997
,4.000000000000000,Queens,081,QN28,Jackson Heights,47856882.619099996984005,29422.388736000000790,-73.885320637299998,40.757311828600002
,3.000000000000000,Brooklyn,047,BK37,Park Slope-Gowanus,42509226.226499997079372,31476.809087699999509,-73.983903286200004,40.671228296899997
,5.000000000000000,Staten Island,085,SI11,Charleston-Richmond Valley-Tottenville,145674612.034000009298325,84848.455210400003125,-74.233543976799993,40.525508344400002
,5.000000000000000,Staten Island,085,SI32,Rossville-Woodrow,64963357.847499996423721,33247.258901200002583,-74.207827579699995,40.540333765200003
,3.000000000000000,Brooklyn,047,BK83,Cypress Hills-City Line,27609750.629399999976158,35565.830252699997800,-73.878334450799997,40.682178026099997
,1.000000000000000,Manhattan,061,MN03,Central Harlem North-Polo Grounds,25403484.052299998700619,27983.884175800001685,-73.940771842999993,40.818257175500001
,3.000000000000000,Brooklyn,047,BK82,East New York,117025692.344999998807907,87941.166817899997113,-73.876838949499998,40.660947068799999
,1.000000000000000,Manhattan,061,MN32,Yorkville,13602064.139399999752641,17998.720847299999150,-73.948702917399999,40.777316491900002
,4.000000000000000,Queens,081,QN48,Auburndale,34164915.076600000262260,32452.059277000000293,-73.787949019899997,40.751035012599999
,4.000000000000000,Queens,081,QN52,East Flushing,29453683.481400001794100,25848.545417500001349,-73.807294440500002,40.754108969500003
,2.000000000000000,Bronx,005,BX34,Melrose South-Mott Haven North,17271780.745400000363588,19589.197281299999304,-73.912850131799999,40.818259542699998
,2.000000000000000,Bronx,005,BX39,Mott Haven-Port Morris,41898533.755999997258186,35603.733281599998008,-73.916820975600004,40.807346997700002
,1.000000000000000,Manhattan,061,MN22,East Village,10894316.120600000023842,13555.239451400000689,-73.985934570900000,40.727620351100001
,1.000000000000000,Manhattan,061,MN28,Lower East Side,23297284.603399999439716,25466.691374300000462,-73.980911663800001,40.717840927700003
,2.000000000000000,Bronx,005,BX01,Claremont-Bathgate,16451615.818800000473857,29972.777174499999091,-73.900315899299997,40.842749187899997
,2.000000000000000,Bronx,005,BX35,Morrisania-Melrose,16891753.640900000929832,27740.846154300001217,-73.902351870199993,40.827512442800000
,2.000000000000000,Bronx,005,BX75,Crotona Park East,16319724.932499999180436,24813.241465999999491,-73.885897718199999,40.833990631200002
,1.000000000000000,Manhattan,061,MN21,Gramercy,7526926.679750000126660,12096.895512499999313,-73.984054292300002,40.736824343700000
,1.000000000000000,Manhattan,061,MN01,Marble Hill-Inwood,17732688.668600000441074,31844.409421799999109,-73.917649401700004,40.867909973800003
,1.000000000000000,Manhattan,061,MN24,SoHo-TriBeCa-Civic Center-Little Italy,25032687.719999998807907,26855.032328000001144,-74.004747498399993,40.720766120800000
,1.000000000000000,Manhattan,061,MN23,West Village,24970650.173999998718500,28621.650990900001489,-74.001546637299995,40.733045095400001
,3.000000000000000,Brooklyn,047,BK09,Brooklyn Heights-Cobble Hill,9983620.469119999557734,14264.786528000000544,-73.994870700199996,40.695469081399999
,1.000000000000000,Manhattan,061,MN13,Hudson Yards-Chelsea-Flatiron-Union Square,37068381.793399997055531,45693.074599100000341,-73.999020723499996,40.747585469199997
,2.000000000000000,Bronx,005,BX40,Fordham South,6308875.213050000369549,15880.352070299999468,-73.899537033800001,40.858154401699998
,1.000000000000000,Manhattan,061,MN12,Upper West Side,34379942.496699996292591,29160.206280099999276,-73.973907840199999,40.790379981400001
,2.000000000000000,Bronx,005,BX43,Norwood,15724928.320699999108911,22150.308220499999152,-73.879021069299995,40.877142279099999
,2.000000000000000,Bronx,005,BX05,Bedford Park-Fordham North,14998883.475800000131130,22565.481192999999621,-73.890183636200007,40.867682090499997
,2.000000000000000,Bronx,005,BX03,Eastchester-Edenwald-Baychester,40256794.254500001668930,59164.999306899997464,-73.836643296999995,40.880935268800002
,2.000000000000000,Bronx,005,BX13,Co-op City,39833695.003100000321865,30327.128141100001812,-73.828272412800004,40.873964787100000
,2.000000000000000,Bronx,005,BX17,East Tremont,19255162.727299999445677,29633.136532699998497,-73.885523189300002,40.844965910200003
,3.000000000000000,Brooklyn,047,BK17,Sheepshead Bay-Gerritsen Beach-Manhattan Beach,63341499.773100003600121,91051.033730800001649,-73.941511133000006,40.588299828700002
,3.000000000000000,Brooklyn,047,BK19,Brighton Beach,17180137.759799998253584,21060.169664199998806,-73.961215986300004,40.580923007499997
,4.000000000000000,Queens,081,QN10,Breezy Point-Belle Harbor-Rockaway Park-Broad Channel,99436037.036300003528595,114095.119990000006510,-73.876544204100000,40.571456520900000
,4.000000000000000,Queens,081,QN12,Hammels-Arverne-Edgemere,61894959.510999999940395,83804.731410599997616,-73.789618099999998,40.594061081400000
,5.000000000000000,Staten Island,085,SI08,Grymes Hill-Clifton-Fox Hills,37752553.378300003707409,37119.899624400000903,-74.087839278999994,40.617973043399999
,4.000000000000000,Queens,081,QN03,Springfield Gardens South-Brookville,43288489.649499997496605,45322.123085500003072,-73.764489826800002,40.662188081600000
,4.000000000000000,Queens,081,QN05,Rosedale,61569261.151399999856949,64163.723395100001653,-73.739454728900000,40.657841550199997
,5.000000000000000,Staten Island,085,SI37,Stapleton-Rosebank,46432646.325099997222424,55208.936973700001545,-74.073704119799999,40.618727363300003
,5.000000000000000,Staten Island,085,SI25,Oakwood-Oakwood Beach,55961883.753600001335144,44299.032262900000205,-74.122583064599993,40.561995282900000
,5.000000000000000,Staten Island,085,SI45,New Dorp-Midland Beach,55429451.120800003409386,34336.520904800003336,-74.105010011600001,40.571770313400002
,3.000000000000000,Brooklyn,047,BK90,East Williamsburg,39132793.820399999618530,49247.026968700003636,-73.936797018199997,40.715368552800001
,5.000000000000000,Staten Island,085,SI14,Grasmere-Arrochar-Ft. Wadsworth,40925777.494499996304512,39940.275534300002619,-74.071776185199994,40.600320792399998
,4.000000000000000,Queens,081,QN70,Astoria,39335513.587600000202656,32534.738401800001157,-73.919697271399997,40.761493693600002
,5.000000000000000,Staten Island,085,SI36,Old Town-Dongan Hills-South Beach,67009381.274700000882149,41971.582551500003319,-74.085512520500004,40.586791782900001
,4.000000000000000,Queens,081,QN15,Far Rockaway-Bayswater,54160419.877199999988079,48684.416796299999987,-73.755316967900001,40.602454528599999
,3.000000000000000,Brooklyn,047,BK38,DUMBO-Vinegar Hill-Downtown Brooklyn-Boerum Hill,28477918.565400000661612,32542.899936000001617,-73.985986687799993,40.692927229200002
,3.000000000000000,Brooklyn,047,BK45,Georgetown-Marine Park-Bergen Beach-Mill Basin,69463730.983199998736382,91993.564790300006280,-73.915245053400000,40.614578804799997
,3.000000000000000,Brooklyn,047,BK99,park-cemetery-etc-Brooklyn,228839409.837000012397766,394685.418858000019100,-73.918564924500004,40.623139715800001
,2.000000000000000,Bronx,005,BX49,Pelham Parkway,23032576.141899999231100,25823.036886099998810,-73.854395421800007,40.854404596599998
,2.000000000000000,Bronx,005,BX99,park-cemetery-etc-Bronx,220841105.286000013351440,223443.676823999994667,-73.848118205999995,40.872459924499999
,1.000000000000000,Manhattan,061,MN50,Stuyvesant Town-Cooper Village,5582283.015549999661744,12021.790301600000021,-73.976563287999994,40.731811389500002
,2.000000000000000,Bronx,005,BX37,Van Nest-Morris Park-Westchester Square,36302379.256499998271465,42870.392803399998229,-73.850668036700000,40.846783196399997
,3.000000000000000,Brooklyn,047,BK33,Carroll Gardens-Columbia Street-Red Hook,44601379.231499999761581,60820.884163000002445,-74.003899476300006,40.678771557399998
,3.000000000000000,Brooklyn,047,BK76,Greenpoint,35321995.792700000107288,28914.354912899998453,-73.949516951600003,40.729499700799998
,1.000000000000000,Manhattan,061,MN20,Murray Hill-Kips Bay,14485874.772800000384450,24491.310570099998586,-73.977482547700006,40.744194960400002
,1.000000000000000,Manhattan,061,MN04,Hamilton Heights,16096135.958900000900030,17411.381711599999107,-73.948521624600005,40.827013716400003
,4.000000000000000,Queens,081,QN46,Bayside-Bayside Hills,80798589.949300006031990,43020.787936799999443,-73.773421675799995,40.762738652000003
,2.000000000000000,Bronx,005,BX14,East Concourse-Concourse Village,18222401.641800001263618,27223.847182500001509,-73.915788170400006,40.830511626300002
,2.000000000000000,Bronx,005,BX63,West Concourse,19379817.359700001776218,28499.044643900000665,-73.924404599100001,40.828992640000003
,1.000000000000000,Manhattan,061,MN36,Washington Heights South,23092823.981699999421835,22106.423645800001395,-73.941398416100000,40.841707617099999
,1.000000000000000,Manhattan,061,MN35,Washington Heights North,22667347.407499998807907,26683.663268000000244,-73.932833360800004,40.857106266400002
,1.000000000000000,Manhattan,061,MN09,Morningside Heights,20155865.446100000292063,20746.058455599999434,-73.962543652600004,40.807886243299997
,1.000000000000000,Manhattan,061,MN33,East Harlem South,16650687.571100000292063,18624.664807799999835,-73.945750858799997,40.790011287299997
,1.000000000000000,Manhattan,061,MN19,Turtle Bay-East Midtown,17389163.825899999588728,21124.054187099998671,-73.969018944300004,40.754313775200004
,4.000000000000000,Queens,081,QN31,Hunters Point-Sunnyside-West Maspeth,102421815.209000006318092,74592.142611599992961,-73.931212124100000,40.739772511699996
,5.000000000000000,Staten Island,085,SI07,Westerleigh,63253932.164999999105930,41658.097078500002681,-74.125352764699997,40.616884154700003
,1.000000000000000,Manhattan,061,MN31,Lenox Hill-Roosevelt Island,21508615.764299999922514,39424.225706800003536,-73.955088049200000,40.764964282999998
,4.000000000000000,Queens,081,QN71,Old Astoria,15619597.068199999630451,19366.217019200001232,-73.928333211400002,40.771570159500001
,1.000000000000000,Manhattan,061,MN99,park-cemetery-etc-Manhattan,91543352.453299999237061,155354.846680999995442,-73.954783411500003,40.787976325300001
,4.000000000000000,Queens,081,QN72,Steinway,57724460.864600002765656,43563.148992700000235,-73.905406137300005,40.777417223100002
,4.000000000000000,Queens,081,QN47,Ft. Totten-Bay Terrace-Clearview,46292591.442000001668930,39625.842693899998267,-73.785973438100001,40.783333138700002
,5.000000000000000,Staten Island,085,SI05,New Springville-Bloomfield-Travis,327768572.856999993324280,109207.918416999993497,-74.176390476300000,40.595927930599998
,5.000000000000000,Staten Island,085,SI24,Todt Hill-Emerson Hill-Heartland Village-Lighthouse Hill,184881509.085000008344650,75942.002557300002081,-74.132974031000003,40.586559620199999
,1.000000000000000,Manhattan,061,MN11,Central Harlem South,14439304.639599999412894,16621.023336800000834,-73.951293320100007,40.804332483700001
,1.000000000000000,Manhattan,061,MN34,East Harlem North,24494898.418099999427795,30603.718884199999593,-73.937345771300002,40.801168413200003
,3.000000000000000,Brooklyn,047,BK34,Sunset Park East,27110066.457899998873472,25901.825763799999550,-74.004646131100003,40.641889194299999
,4.000000000000000,Queens,081,QN22,Flushing,37865073.067699998617172,38362.728145399996720,-73.828865505500005,40.761093265600003
,4.000000000000000,Queens,081,QN49,Whitestone,69050705.908500000834465,62139.047212299999956,-73.815643201300006,40.788191276399999
,4.000000000000000,Queens,081,QN02,Springfield Gardens North,28432652.739100001752377,25437.061865899999248,-73.773036355800002,40.672090273499997
,4.000000000000000,Queens,081,QN76,Baisley Park,44038576.443099997937679,31478.438129699999990,-73.790987179300004,40.678953589599999
,4.000000000000000,Queens,081,QN42,Oakland Gardens,51009679.341799996793270,42410.067720999999437,-73.754615499200000,40.742675812300000
,4.000000000000000,Queens,081,QN99,park-cemetery-etc-Queens,311688895.037000000476837,490742.022293000016361,-73.831486412299995,40.689594410900000
,2.000000000000000,Bronx,005,BX30,Kingsbridge Heights,13163119.074500000104308,21108.810672299998259,-73.905911085000000,40.865265675499998
,3.000000000000000,Brooklyn,047,BK31,Bay Ridge,67181046.791299998760223,44375.566767199998139,-74.029882912000005,40.624847201000001
,3.000000000000000,Brooklyn,047,BK32,Sunset Park West,49990015.975599996745586,83323.506067099995562,-74.011249984000003,40.652373381499999
,4.000000000000000,Queens,081,QN56,Ozone Park,25016839.186000000685453,24731.699084299998503,-73.847048789300004,40.675599436299997
,4.000000000000000,Queens,081,QN57,Lindenwood-Howard Beach,64558946.530500002205372,79085.800115999998525,-73.844884866900003,40.658169824300003
,2.000000000000000,Bronx,005,BX36,University Heights-Morris Heights,21255485.464600000530481,24100.432039600000280,-73.915974205599994,40.852522034800003
,5.000000000000000,Staten Island,085,SI35,New Brighton-Silver Lake,47137243.973399996757507,30320.374973300000420,-74.102861170500006,40.630050062499997
,5.000000000000000,Staten Island,085,SI22,West New Brighton-New Brighton-St. George,56030445.129399999976158,66054.251484399996116,-74.102310696800004,40.638970674200003
