OID,newcodes,area,pop_2010,ORIG_FID
20779,36,27172772.44,84304,35
20780,36,27172772.44,84304,35
20781,36,27172772.44,84304,35
20782,36,27172772.44,84304,35
20783,36,27172772.44,84304,35
20784,36,27172772.44,84304,35
20785,36,27172772.44,84304,35
20786,36,27172772.44,84304,35
20787,36,27172772.44,84304,35
20788,36,27172772.44,84304,35
20789,36,27172772.44,84304,35
20790,36,27172772.44,84304,35
20791,36,27172772.44,84304,35
20792,36,27172772.44,84304,35
20793,36,27172772.44,84304,35
20794,36,27172772.44,84304,35
20795,36,27172772.44,84304,35
20796,36,27172772.44,84304,35
20797,36,27172772.44,84304,35
20798,36,27172772.44,84304,35
20799,36,27172772.44,84304,35
20800,36,27172772.44,84304,35
20801,36,27172772.44,84304,35
20802,36,27172772.44,84304,35
20803,36,27172772.44,84304,35
20804,36,27172772.44,84304,35
20805,36,27172772.44,84304,35
20806,36,27172772.44,84304,35
20807,36,27172772.44,84304,35
20808,36,27172772.44,84304,35
20809,36,27172772.44,84304,35
20810,36,27172772.44,84304,35
20811,36,27172772.44,84304,35
20812,36,27172772.44,84304,35
20813,36,27172772.44,84304,35
20814,36,27172772.44,84304,35
20815,36,27172772.44,84304,35
20816,36,27172772.44,84304,35
20817,36,27172772.44,84304,35
20818,36,27172772.44,84304,35
20819,36,27172772.44,84304,35
20820,36,27172772.44,84304,35
20821,36,27172772.44,84304,35
20822,36,27172772.44,84304,35
20823,36,27172772.44,84304,35
20824,36,27172772.44,84304,35
20825,36,27172772.44,84304,35
20826,36,27172772.44,84304,35
20827,36,27172772.44,84304,35
20828,36,27172772.44,84304,35
20829,36,27172772.44,84304,35
20830,36,27172772.44,84304,35
20831,36,27172772.44,84304,35
20832,36,27172772.44,84304,35
20833,36,27172772.44,84304,35
20834,36,27172772.44,84304,35
20835,36,27172772.44,84304,35
20836,36,27172772.44,84304,35
20837,36,27172772.44,84304,35
20838,36,27172772.44,84304,35
20839,36,27172772.44,84304,35
20840,36,27172772.44,84304,35
20841,36,27172772.44,84304,35
20842,36,27172772.44,84304,35
20843,36,27172772.44,84304,35
20844,36,27172772.44,84304,35
20845,36,27172772.44,84304,35
20846,36,27172772.44,84304,35
20847,36,27172772.44,84304,35
20848,36,27172772.44,84304,35
20849,36,27172772.44,84304,35
20850,36,27172772.44,84304,35
20851,36,27172772.44,84304,35
20852,36,27172772.44,84304,35
20853,36,27172772.44,84304,35
20854,36,27172772.44,84304,35
20855,36,27172772.44,84304,35
20856,36,27172772.44,84304,35
20857,36,27172772.44,84304,35
20858,36,27172772.44,84304,35
20859,36,27172772.44,84304,35
20860,36,27172772.44,84304,35
20861,36,27172772.44,84304,35
20862,36,27172772.44,84304,35
20863,36,27172772.44,84304,35
20864,36,27172772.44,84304,35
20865,36,27172772.44,84304,35
20866,36,27172772.44,84304,35
20867,36,27172772.44,84304,35
20868,36,27172772.44,84304,35
20869,36,27172772.44,84304,35
20870,36,27172772.44,84304,35
20871,36,27172772.44,84304,35
20872,36,27172772.44,84304,35
20873,36,27172772.44,84304,35
20874,36,27172772.44,84304,35
20875,36,27172772.44,84304,35
20876,36,27172772.44,84304,35
20877,36,27172772.44,84304,35
20878,36,27172772.44,84304,35
20879,36,27172772.44,84304,35
20880,36,27172772.44,84304,35
20881,36,27172772.44,84304,35
20882,36,27172772.44,84304,35
20883,36,27172772.44,84304,35
20884,36,27172772.44,84304,35
20885,36,27172772.44,84304,35
20886,36,27172772.44,84304,35
20887,36,27172772.44,84304,35
20888,36,27172772.44,84304,35
20889,36,27172772.44,84304,35
20890,36,27172772.44,84304,35
20891,36,27172772.44,84304,35
20892,36,27172772.44,84304,35
20893,36,27172772.44,84304,35
20894,36,27172772.44,84304,35
20895,36,27172772.44,84304,35
20896,36,27172772.44,84304,35
20897,36,27172772.44,84304,35
20898,36,27172772.44,84304,35
20899,36,27172772.44,84304,35
20900,36,27172772.44,84304,35
20901,36,27172772.44,84304,35
20902,36,27172772.44,84304,35
20903,36,27172772.44,84304,35
20904,36,27172772.44,84304,35
20905,36,27172772.44,84304,35
20906,36,27172772.44,84304,35
20907,36,27172772.44,84304,35
20908,36,27172772.44,84304,35
20909,36,27172772.44,84304,35
20910,36,27172772.44,84304,35
20911,36,27172772.44,84304,35
20912,36,27172772.44,84304,35
20913,36,27172772.44,84304,35
20914,36,27172772.44,84304,35
20915,36,27172772.44,84304,35
20916,36,27172772.44,84304,35
20917,36,27172772.44,84304,35
20918,36,27172772.44,84304,35
20919,36,27172772.44,84304,35
20920,36,27172772.44,84304,35
20921,36,27172772.44,84304,35
20922,36,27172772.44,84304,35
20923,36,27172772.44,84304,35
20924,36,27172772.44,84304,35
20925,36,27172772.44,84304,35
20926,36,27172772.44,84304,35
20927,36,27172772.44,84304,35
20928,36,27172772.44,84304,35
20929,36,27172772.44,84304,35
20930,36,27172772.44,84304,35
20931,36,27172772.44,84304,35
20932,36,27172772.44,84304,35
20933,36,27172772.44,84304,35
20934,36,27172772.44,84304,35
20935,36,27172772.44,84304,35
20936,36,27172772.44,84304,35
20937,36,27172772.44,84304,35
20938,36,27172772.44,84304,35
20939,36,27172772.44,84304,35
20940,36,27172772.44,84304,35
20941,36,27172772.44,84304,35
20942,36,27172772.44,84304,35
20943,36,27172772.44,84304,35
20944,36,27172772.44,84304,35
20945,36,27172772.44,84304,35
20946,36,27172772.44,84304,35
20947,36,27172772.44,84304,35
20948,36,27172772.44,84304,35
20949,36,27172772.44,84304,35
20950,36,27172772.44,84304,35
20951,36,27172772.44,84304,35
20952,36,27172772.44,84304,35
20953,36,27172772.44,84304,35
20954,36,27172772.44,84304,35
20955,36,27172772.44,84304,35
20956,36,27172772.44,84304,35
20957,36,27172772.44,84304,35
20958,36,27172772.44,84304,35
20959,36,27172772.44,84304,35
20960,36,27172772.44,84304,35
20961,36,27172772.44,84304,35
20962,36,27172772.44,84304,35
20963,36,27172772.44,84304,35
20964,36,27172772.44,84304,35
20965,36,27172772.44,84304,35
20966,36,27172772.44,84304,35
20967,36,27172772.44,84304,35
20968,36,27172772.44,84304,35
20969,36,27172772.44,84304,35
20970,36,27172772.44,84304,35
20971,36,27172772.44,84304,35
20972,36,27172772.44,84304,35
20973,36,27172772.44,84304,35
20974,36,27172772.44,84304,35
20975,36,27172772.44,84304,35
20976,36,27172772.44,84304,35
20977,36,27172772.44,84304,35
20978,36,27172772.44,84304,35
20979,36,27172772.44,84304,35
20980,36,27172772.44,84304,35
20981,36,27172772.44,84304,35
20982,36,27172772.44,84304,35
20983,36,27172772.44,84304,35
20984,36,27172772.44,84304,35
20985,36,27172772.44,84304,35
20986,36,27172772.44,84304,35
20987,36,27172772.44,84304,35
20988,36,27172772.44,84304,35
20989,36,27172772.44,84304,35
20990,36,27172772.44,84304,35
20991,36,27172772.44,84304,35
20992,36,27172772.44,84304,35
20993,36,27172772.44,84304,35
20994,36,27172772.44,84304,35
20995,36,27172772.44,84304,35
20996,36,27172772.44,84304,35
20997,36,27172772.44,84304,35
20998,36,27172772.44,84304,35
20999,36,27172772.44,84304,35
21000,36,27172772.44,84304,35
21001,36,27172772.44,84304,35
21002,36,27172772.44,84304,35
21003,36,27172772.44,84304,35
21004,36,27172772.44,84304,35
21005,36,27172772.44,84304,35
21006,36,27172772.44,84304,35
21007,36,27172772.44,84304,35
21008,36,27172772.44,84304,35
21009,36,27172772.44,84304,35
21010,36,27172772.44,84304,35
21011,36,27172772.44,84304,35
21012,36,27172772.44,84304,35
21013,36,27172772.44,84304,35
21014,36,27172772.44,84304,35
21015,36,27172772.44,84304,35
21016,36,27172772.44,84304,35
21017,36,27172772.44,84304,35
21018,36,27172772.44,84304,35
21019,36,27172772.44,84304,35
21020,36,27172772.44,84304,35
21021,36,27172772.44,84304,35
21022,36,27172772.44,84304,35
21023,36,27172772.44,84304,35
21024,36,27172772.44,84304,35
21025,36,27172772.44,84304,35
21026,36,27172772.44,84304,35
21027,36,27172772.44,84304,35
21028,36,27172772.44,84304,35
21029,36,27172772.44,84304,35
21030,36,27172772.44,84304,35
21031,36,27172772.44,84304,35
21032,36,27172772.44,84304,35
21033,36,27172772.44,84304,35
21034,36,27172772.44,84304,35
21035,36,27172772.44,84304,35
21036,36,27172772.44,84304,35
21037,36,27172772.44,84304,35
21038,36,27172772.44,84304,35
21039,36,27172772.44,84304,35
21040,36,27172772.44,84304,35
21041,36,27172772.44,84304,35
21042,36,27172772.44,84304,35
21043,36,27172772.44,84304,35
21044,36,27172772.44,84304,35
21045,36,27172772.44,84304,35
21046,36,27172772.44,84304,35
21047,36,27172772.44,84304,35
21048,36,27172772.44,84304,35
21049,36,27172772.44,84304,35
21050,36,27172772.44,84304,35
21051,36,27172772.44,84304,35
21052,36,27172772.44,84304,35
21053,36,27172772.44,84304,35
21054,36,27172772.44,84304,35
21055,36,27172772.44,84304,35
21056,36,27172772.44,84304,35
21057,36,27172772.44,84304,35
21058,36,27172772.44,84304,35
21059,36,27172772.44,84304,35
21060,36,27172772.44,84304,35
21061,36,27172772.44,84304,35
21062,36,27172772.44,84304,35
21063,36,27172772.44,84304,35
21064,36,27172772.44,84304,35
21065,36,27172772.44,84304,35
21066,36,27172772.44,84304,35
21067,36,27172772.44,84304,35
21068,36,27172772.44,84304,35
21069,36,27172772.44,84304,35
21070,36,27172772.44,84304,35
21071,36,27172772.44,84304,35
21072,36,27172772.44,84304,35
21073,36,27172772.44,84304,35
21074,36,27172772.44,84304,35
21075,36,27172772.44,84304,35
21076,36,27172772.44,84304,35
21077,36,27172772.44,84304,35
21078,36,27172772.44,84304,35
21079,36,27172772.44,84304,35
21080,36,27172772.44,84304,35
21081,36,27172772.44,84304,35
21082,36,27172772.44,84304,35
21083,36,27172772.44,84304,35
21084,36,27172772.44,84304,35
21085,36,27172772.44,84304,35
21086,36,27172772.44,84304,35
21087,36,27172772.44,84304,35
21088,36,27172772.44,84304,35
21089,36,27172772.44,84304,35
21090,36,27172772.44,84304,35
21091,36,27172772.44,84304,35
21092,36,27172772.44,84304,35
21093,36,27172772.44,84304,35
21094,36,27172772.44,84304,35
21095,36,27172772.44,84304,35
21096,36,27172772.44,84304,35
21097,36,27172772.44,84304,35
21098,36,27172772.44,84304,35
21099,36,27172772.44,84304,35
21100,36,27172772.44,84304,35
21101,36,27172772.44,84304,35
21102,36,27172772.44,84304,35
21103,36,27172772.44,84304,35
21104,36,27172772.44,84304,35
21105,36,27172772.44,84304,35
21106,36,27172772.44,84304,35
21107,36,27172772.44,84304,35
21108,36,27172772.44,84304,35
21109,36,27172772.44,84304,35
21110,36,27172772.44,84304,35
21111,36,27172772.44,84304,35
21112,36,27172772.44,84304,35
21113,36,27172772.44,84304,35
21114,36,27172772.44,84304,35
21115,36,27172772.44,84304,35
21116,36,27172772.44,84304,35
21117,36,27172772.44,84304,35
21118,36,27172772.44,84304,35
21119,36,27172772.44,84304,35
21120,36,27172772.44,84304,35
21121,36,27172772.44,84304,35
21122,36,27172772.44,84304,35
21123,36,27172772.44,84304,35
21124,36,27172772.44,84304,35
21125,36,27172772.44,84304,35
21126,36,27172772.44,84304,35
21127,36,27172772.44,84304,35
21128,36,27172772.44,84304,35
21129,36,27172772.44,84304,35
21130,36,27172772.44,84304,35
21131,36,27172772.44,84304,35
21132,36,27172772.44,84304,35
21133,36,27172772.44,84304,35
21134,36,27172772.44,84304,35
21135,36,27172772.44,84304,35
21136,36,27172772.44,84304,35
21137,36,27172772.44,84304,35
21138,36,27172772.44,84304,35
21139,36,27172772.44,84304,35
21140,36,27172772.44,84304,35
21141,36,27172772.44,84304,35
21142,36,27172772.44,84304,35
21143,36,27172772.44,84304,35
21144,36,27172772.44,84304,35
21145,36,27172772.44,84304,35
21146,36,27172772.44,84304,35
21147,36,27172772.44,84304,35
21148,36,27172772.44,84304,35
21149,36,27172772.44,84304,35
21150,36,27172772.44,84304,35
21151,36,27172772.44,84304,35
21152,36,27172772.44,84304,35
21153,36,27172772.44,84304,35
21154,36,27172772.44,84304,35
21155,36,27172772.44,84304,35
21156,36,27172772.44,84304,35
21157,36,27172772.44,84304,35
21158,36,27172772.44,84304,35
21159,36,27172772.44,84304,35
21160,36,27172772.44,84304,35
21161,36,27172772.44,84304,35
21162,36,27172772.44,84304,35
21163,36,27172772.44,84304,35
21164,36,27172772.44,84304,35
21165,36,27172772.44,84304,35
21166,36,27172772.44,84304,35
21167,36,27172772.44,84304,35
21168,36,27172772.44,84304,35
21169,36,27172772.44,84304,35
21170,36,27172772.44,84304,35
21171,36,27172772.44,84304,35
21172,36,27172772.44,84304,35
21173,36,27172772.44,84304,35
21174,36,27172772.44,84304,35
21175,36,27172772.44,84304,35
21176,36,27172772.44,84304,35
21177,36,27172772.44,84304,35
21178,36,27172772.44,84304,35
21179,36,27172772.44,84304,35
21180,36,27172772.44,84304,35
21181,36,27172772.44,84304,35
21182,36,27172772.44,84304,35
21183,36,27172772.44,84304,35
21184,36,27172772.44,84304,35
21185,36,27172772.44,84304,35
21186,36,27172772.44,84304,35
21187,36,27172772.44,84304,35
21188,36,27172772.44,84304,35
21189,36,27172772.44,84304,35
21190,36,27172772.44,84304,35
21191,36,27172772.44,84304,35
21192,36,27172772.44,84304,35
21193,36,27172772.44,84304,35
21194,36,27172772.44,84304,35
21195,36,27172772.44,84304,35
21196,36,27172772.44,84304,35
21197,36,27172772.44,84304,35
21198,36,27172772.44,84304,35
21199,36,27172772.44,84304,35
21200,36,27172772.44,84304,35
21201,36,27172772.44,84304,35
21202,36,27172772.44,84304,35
21203,36,27172772.44,84304,35
21204,36,27172772.44,84304,35
21205,36,27172772.44,84304,35
21206,36,27172772.44,84304,35
21207,36,27172772.44,84304,35
21208,36,27172772.44,84304,35
21209,36,27172772.44,84304,35
21210,36,27172772.44,84304,35
21211,36,27172772.44,84304,35
21212,36,27172772.44,84304,35
21213,36,27172772.44,84304,35
21214,36,27172772.44,84304,35
21215,36,27172772.44,84304,35
21216,36,27172772.44,84304,35
21217,36,27172772.44,84304,35
21218,36,27172772.44,84304,35
21219,36,27172772.44,84304,35
21220,36,27172772.44,84304,35
21221,36,27172772.44,84304,35
21222,36,27172772.44,84304,35
21223,36,27172772.44,84304,35
21224,36,27172772.44,84304,35
21225,36,27172772.44,84304,35
21226,36,27172772.44,84304,35
21227,36,27172772.44,84304,35
21228,36,27172772.44,84304,35
21229,36,27172772.44,84304,35
21230,36,27172772.44,84304,35
21231,36,27172772.44,84304,35
21232,36,27172772.44,84304,35
21233,36,27172772.44,84304,35
21234,36,27172772.44,84304,35
21235,36,27172772.44,84304,35
21236,36,27172772.44,84304,35
21237,36,27172772.44,84304,35
21238,36,27172772.44,84304,35
21239,36,27172772.44,84304,35
21240,36,27172772.44,84304,35
21241,36,27172772.44,84304,35
21242,36,27172772.44,84304,35
21243,36,27172772.44,84304,35
21244,36,27172772.44,84304,35
21245,36,27172772.44,84304,35
21246,36,27172772.44,84304,35
21247,36,27172772.44,84304,35
21248,36,27172772.44,84304,35
21249,36,27172772.44,84304,35
21250,36,27172772.44,84304,35
21251,36,27172772.44,84304,35
21252,36,27172772.44,84304,35
21253,36,27172772.44,84304,35
21254,36,27172772.44,84304,35
21255,36,27172772.44,84304,35
21256,36,27172772.44,84304,35
21257,36,27172772.44,84304,35
21258,36,27172772.44,84304,35
21259,36,27172772.44,84304,35
21260,36,27172772.44,84304,35
21261,36,27172772.44,84304,35
21262,36,27172772.44,84304,35
21263,36,27172772.44,84304,35
21264,36,27172772.44,84304,35
21265,36,27172772.44,84304,35
21266,36,27172772.44,84304,35
21267,36,27172772.44,84304,35
21268,36,27172772.44,84304,35
21269,36,27172772.44,84304,35
21270,36,27172772.44,84304,35
21271,36,27172772.44,84304,35
21272,36,27172772.44,84304,35
21273,36,27172772.44,84304,35
21274,36,27172772.44,84304,35
21275,36,27172772.44,84304,35
21276,36,27172772.44,84304,35
21277,36,27172772.44,84304,35
21278,36,27172772.44,84304,35
21279,36,27172772.44,84304,35
21280,36,27172772.44,84304,35
21281,36,27172772.44,84304,35
21282,36,27172772.44,84304,35
21283,36,27172772.44,84304,35
21284,36,27172772.44,84304,35
21285,36,27172772.44,84304,35
21286,36,27172772.44,84304,35
21287,36,27172772.44,84304,35
21288,36,27172772.44,84304,35
21289,36,27172772.44,84304,35
21290,36,27172772.44,84304,35
21291,36,27172772.44,84304,35
21292,36,27172772.44,84304,35
21293,36,27172772.44,84304,35
21294,36,27172772.44,84304,35
21295,36,27172772.44,84304,35
21296,36,27172772.44,84304,35
21297,36,27172772.44,84304,35
21298,36,27172772.44,84304,35
21299,36,27172772.44,84304,35
21300,36,27172772.44,84304,35
21301,36,27172772.44,84304,35
21302,36,27172772.44,84304,35
21303,36,27172772.44,84304,35
21304,36,27172772.44,84304,35
21305,36,27172772.44,84304,35
21306,36,27172772.44,84304,35
21307,36,27172772.44,84304,35
21308,36,27172772.44,84304,35
21309,36,27172772.44,84304,35
21310,36,27172772.44,84304,35
21311,36,27172772.44,84304,35
21312,36,27172772.44,84304,35
21313,36,27172772.44,84304,35
21314,36,27172772.44,84304,35
21315,36,27172772.44,84304,35
21316,36,27172772.44,84304,35
21317,36,27172772.44,84304,35
21318,36,27172772.44,84304,35
21319,36,27172772.44,84304,35
21320,36,27172772.44,84304,35
21321,36,27172772.44,84304,35
21322,36,27172772.44,84304,35
21323,36,27172772.44,84304,35
21324,36,27172772.44,84304,35
21325,36,27172772.44,84304,35
21326,36,27172772.44,84304,35
21327,36,27172772.44,84304,35
21328,36,27172772.44,84304,35
21329,36,27172772.44,84304,35
21330,36,27172772.44,84304,35
21331,36,27172772.44,84304,35
21332,36,27172772.44,84304,35
21333,36,27172772.44,84304,35
21334,36,27172772.44,84304,35
21335,36,27172772.44,84304,35
21336,36,27172772.44,84304,35
21337,36,27172772.44,84304,35
21338,36,27172772.44,84304,35
21339,36,27172772.44,84304,35
21340,36,27172772.44,84304,35
21341,36,27172772.44,84304,35
21342,36,27172772.44,84304,35
21343,36,27172772.44,84304,35
21344,36,27172772.44,84304,35
21345,36,27172772.44,84304,35
21346,36,27172772.44,84304,35
21347,36,27172772.44,84304,35
21348,36,27172772.44,84304,35
21349,36,27172772.44,84304,35
21350,36,27172772.44,84304,35
21351,36,27172772.44,84304,35
21352,36,27172772.44,84304,35
21353,36,27172772.44,84304,35
21354,36,27172772.44,84304,35
21355,36,27172772.44,84304,35
21356,36,27172772.44,84304,35
21357,36,27172772.44,84304,35
21358,36,27172772.44,84304,35
21359,36,27172772.44,84304,35
21360,36,27172772.44,84304,35
21361,36,27172772.44,84304,35
21362,36,27172772.44,84304,35
21363,36,27172772.44,84304,35
21364,36,27172772.44,84304,35
21365,36,27172772.44,84304,35
21366,36,27172772.44,84304,35
21367,36,27172772.44,84304,35
21368,36,27172772.44,84304,35
21369,36,27172772.44,84304,35
21370,36,27172772.44,84304,35
21371,36,27172772.44,84304,35
21372,36,27172772.44,84304,35
21373,36,27172772.44,84304,35
21374,36,27172772.44,84304,35
21375,36,27172772.44,84304,35
21376,36,27172772.44,84304,35
21377,36,27172772.44,84304,35
21378,36,27172772.44,84304,35
21379,36,27172772.44,84304,35
21380,36,27172772.44,84304,35
21381,36,27172772.44,84304,35
21382,36,27172772.44,84304,35
21383,36,27172772.44,84304,35
21384,36,27172772.44,84304,35
21385,36,27172772.44,84304,35
21386,36,27172772.44,84304,35
21387,36,27172772.44,84304,35
21388,36,27172772.44,84304,35
21389,36,27172772.44,84304,35
21390,36,27172772.44,84304,35
21391,36,27172772.44,84304,35
21392,36,27172772.44,84304,35
21393,36,27172772.44,84304,35
21394,36,27172772.44,84304,35
21395,36,27172772.44,84304,35
21396,36,27172772.44,84304,35
21397,36,27172772.44,84304,35
21398,36,27172772.44,84304,35
21399,36,27172772.44,84304,35
21400,36,27172772.44,84304,35
21401,36,27172772.44,84304,35
21402,36,27172772.44,84304,35
21403,36,27172772.44,84304,35
21404,36,27172772.44,84304,35
21405,36,27172772.44,84304,35
21406,36,27172772.44,84304,35
21407,36,27172772.44,84304,35
21408,36,27172772.44,84304,35
21409,36,27172772.44,84304,35
21410,36,27172772.44,84304,35
21411,36,27172772.44,84304,35
21412,36,27172772.44,84304,35
21413,36,27172772.44,84304,35
21414,36,27172772.44,84304,35
21415,36,27172772.44,84304,35
21416,36,27172772.44,84304,35
21417,36,27172772.44,84304,35
21418,36,27172772.44,84304,35
21419,36,27172772.44,84304,35
21420,36,27172772.44,84304,35
21421,36,27172772.44,84304,35
21422,36,27172772.44,84304,35
21423,36,27172772.44,84304,35
21424,36,27172772.44,84304,35
21425,36,27172772.44,84304,35
21426,36,27172772.44,84304,35
21427,36,27172772.44,84304,35
21428,36,27172772.44,84304,35
21429,36,27172772.44,84304,35
21430,36,27172772.44,84304,35
21431,36,27172772.44,84304,35
21432,36,27172772.44,84304,35
21433,36,27172772.44,84304,35
21434,36,27172772.44,84304,35
21435,36,27172772.44,84304,35
21436,36,27172772.44,84304,35
21437,36,27172772.44,84304,35
21438,36,27172772.44,84304,35
21439,36,27172772.44,84304,35
21440,36,27172772.44,84304,35
21441,36,27172772.44,84304,35
21442,36,27172772.44,84304,35
21443,36,27172772.44,84304,35
21444,36,27172772.44,84304,35
21445,36,27172772.44,84304,35
21446,36,27172772.44,84304,35
21447,36,27172772.44,84304,35
21448,36,27172772.44,84304,35
21449,36,27172772.44,84304,35
21450,36,27172772.44,84304,35
21451,36,27172772.44,84304,35
21452,36,27172772.44,84304,35
21453,36,27172772.44,84304,35
21454,36,27172772.44,84304,35
21455,36,27172772.44,84304,35
21456,36,27172772.44,84304,35
21457,36,27172772.44,84304,35
21458,36,27172772.44,84304,35
21459,36,27172772.44,84304,35
21460,36,27172772.44,84304,35
21461,36,27172772.44,84304,35
21462,36,27172772.44,84304,35
21463,36,27172772.44,84304,35
21464,36,27172772.44,84304,35
21465,36,27172772.44,84304,35
21466,36,27172772.44,84304,35
21467,36,27172772.44,84304,35
21468,36,27172772.44,84304,35
21469,36,27172772.44,84304,35
21470,36,27172772.44,84304,35
21471,36,27172772.44,84304,35
21472,36,27172772.44,84304,35
21473,36,27172772.44,84304,35
21474,36,27172772.44,84304,35
21475,36,27172772.44,84304,35
21476,36,27172772.44,84304,35
21477,36,27172772.44,84304,35
21478,36,27172772.44,84304,35
21479,36,27172772.44,84304,35
21480,36,27172772.44,84304,35
21481,36,27172772.44,84304,35
21482,36,27172772.44,84304,35
21483,36,27172772.44,84304,35
21484,36,27172772.44,84304,35
21485,36,27172772.44,84304,35
21486,36,27172772.44,84304,35
21487,36,27172772.44,84304,35
21488,36,27172772.44,84304,35
21489,36,27172772.44,84304,35
21490,36,27172772.44,84304,35
21491,36,27172772.44,84304,35
21492,36,27172772.44,84304,35
21493,36,27172772.44,84304,35
21494,36,27172772.44,84304,35
21495,36,27172772.44,84304,35
21496,36,27172772.44,84304,35
21497,36,27172772.44,84304,35
21498,36,27172772.44,84304,35
21499,36,27172772.44,84304,35
21500,36,27172772.44,84304,35
21501,36,27172772.44,84304,35
21502,36,27172772.44,84304,35
21503,36,27172772.44,84304,35
21504,36,27172772.44,84304,35
21505,36,27172772.44,84304,35
21506,36,27172772.44,84304,35
21507,36,27172772.44,84304,35
21508,36,27172772.44,84304,35
21509,36,27172772.44,84304,35
21510,36,27172772.44,84304,35
21511,36,27172772.44,84304,35
21512,36,27172772.44,84304,35
21513,36,27172772.44,84304,35
21514,36,27172772.44,84304,35
21515,36,27172772.44,84304,35
21516,36,27172772.44,84304,35
21517,36,27172772.44,84304,35
21518,36,27172772.44,84304,35
21519,36,27172772.44,84304,35
21520,36,27172772.44,84304,35
21521,36,27172772.44,84304,35
21522,36,27172772.44,84304,35
21523,36,27172772.44,84304,35
21524,36,27172772.44,84304,35
21525,36,27172772.44,84304,35
21526,36,27172772.44,84304,35
21527,36,27172772.44,84304,35
21528,36,27172772.44,84304,35
21529,36,27172772.44,84304,35
21530,36,27172772.44,84304,35
21531,36,27172772.44,84304,35
21532,36,27172772.44,84304,35
21533,36,27172772.44,84304,35
21534,36,27172772.44,84304,35
21535,36,27172772.44,84304,35
21536,36,27172772.44,84304,35
21537,36,27172772.44,84304,35
21538,36,27172772.44,84304,35
21539,36,27172772.44,84304,35
21540,36,27172772.44,84304,35
21541,36,27172772.44,84304,35
21542,36,27172772.44,84304,35
21543,36,27172772.44,84304,35
21544,36,27172772.44,84304,35
21545,36,27172772.44,84304,35
21546,36,27172772.44,84304,35
21547,36,27172772.44,84304,35
21548,36,27172772.44,84304,35
21549,36,27172772.44,84304,35
21550,36,27172772.44,84304,35
21551,36,27172772.44,84304,35
21552,36,27172772.44,84304,35
21553,36,27172772.44,84304,35
21554,36,27172772.44,84304,35
21555,36,27172772.44,84304,35
21556,36,27172772.44,84304,35
21557,36,27172772.44,84304,35
21558,36,27172772.44,84304,35
21559,36,27172772.44,84304,35
21560,36,27172772.44,84304,35
21561,36,27172772.44,84304,35
21562,36,27172772.44,84304,35
21563,36,27172772.44,84304,35
21564,36,27172772.44,84304,35
21565,36,27172772.44,84304,35
21566,36,27172772.44,84304,35
21567,36,27172772.44,84304,35
21568,36,27172772.44,84304,35
21569,36,27172772.44,84304,35
21570,36,27172772.44,84304,35
21571,36,27172772.44,84304,35
21572,36,27172772.44,84304,35
21573,36,27172772.44,84304,35
21574,36,27172772.44,84304,35
21575,36,27172772.44,84304,35
21576,36,27172772.44,84304,35
21577,36,27172772.44,84304,35
21578,36,27172772.44,84304,35
21579,36,27172772.44,84304,35
21580,36,27172772.44,84304,35
21581,36,27172772.44,84304,35
21582,36,27172772.44,84304,35
21583,36,27172772.44,84304,35
21584,36,27172772.44,84304,35
21585,36,27172772.44,84304,35
21586,36,27172772.44,84304,35
21587,36,27172772.44,84304,35
21588,36,27172772.44,84304,35
21589,36,27172772.44,84304,35
21590,36,27172772.44,84304,35
21591,36,27172772.44,84304,35
21592,36,27172772.44,84304,35
21593,36,27172772.44,84304,35
21594,36,27172772.44,84304,35
21595,36,27172772.44,84304,35
21596,36,27172772.44,84304,35
21597,36,27172772.44,84304,35
21598,36,27172772.44,84304,35
21599,36,27172772.44,84304,35
21600,36,27172772.44,84304,35
21601,36,27172772.44,84304,35
21602,36,27172772.44,84304,35
21603,36,27172772.44,84304,35
21604,36,27172772.44,84304,35
21605,36,27172772.44,84304,35
21606,36,27172772.44,84304,35
21607,36,27172772.44,84304,35
21608,36,27172772.44,84304,35
21609,36,27172772.44,84304,35
21610,36,27172772.44,84304,35
21611,36,27172772.44,84304,35
21612,36,27172772.44,84304,35
21613,36,27172772.44,84304,35
21614,36,27172772.44,84304,35
21615,36,27172772.44,84304,35
21616,36,27172772.44,84304,35
21617,36,27172772.44,84304,35
21618,36,27172772.44,84304,35
21619,36,27172772.44,84304,35
21620,36,27172772.44,84304,35
21621,36,27172772.44,84304,35
21622,36,27172772.44,84304,35
21623,36,27172772.44,84304,35
21624,36,27172772.44,84304,35
21625,36,27172772.44,84304,35
21626,36,27172772.44,84304,35
21627,36,27172772.44,84304,35
21628,36,27172772.44,84304,35
21629,36,27172772.44,84304,35
21630,36,27172772.44,84304,35
21631,36,27172772.44,84304,35
21632,36,27172772.44,84304,35
21633,36,27172772.44,84304,35
21634,36,27172772.44,84304,35
21635,36,27172772.44,84304,35
21636,36,27172772.44,84304,35
21637,36,27172772.44,84304,35
21638,36,27172772.44,84304,35
21639,36,27172772.44,84304,35
21640,36,27172772.44,84304,35
21641,36,27172772.44,84304,35
21642,36,27172772.44,84304,35
21643,36,27172772.44,84304,35
21644,36,27172772.44,84304,35
21645,36,27172772.44,84304,35
21646,36,27172772.44,84304,35
21647,36,27172772.44,84304,35
21648,36,27172772.44,84304,35
21649,36,27172772.44,84304,35
21650,36,27172772.44,84304,35
21651,36,27172772.44,84304,35
