OID,newcodes,area,pop_2010,ORIG_FID
233,1,5884589.908,64518,0
234,1,5884589.908,64518,0
235,1,5884589.908,64518,0
236,1,5884589.908,64518,0
237,1,5884589.908,64518,0
238,1,5884589.908,64518,0
239,1,5884589.908,64518,0
240,1,5884589.908,64518,0
241,1,5884589.908,64518,0
242,1,5884589.908,64518,0
243,1,5884589.908,64518,0
244,1,5884589.908,64518,0
245,1,5884589.908,64518,0
246,1,5884589.908,64518,0
247,1,5884589.908,64518,0
248,1,5884589.908,64518,0
249,1,5884589.908,64518,0
250,1,5884589.908,64518,0
251,1,5884589.908,64518,0
252,1,5884589.908,64518,0
253,1,5884589.908,64518,0
254,1,5884589.908,64518,0
255,1,5884589.908,64518,0
256,1,5884589.908,64518,0
257,1,5884589.908,64518,0
258,1,5884589.908,64518,0
259,1,5884589.908,64518,0
260,1,5884589.908,64518,0
261,1,5884589.908,64518,0
262,1,5884589.908,64518,0
263,1,5884589.908,64518,0
264,1,5884589.908,64518,0
265,1,5884589.908,64518,0
266,1,5884589.908,64518,0
267,1,5884589.908,64518,0
268,1,5884589.908,64518,0
269,1,5884589.908,64518,0
270,1,5884589.908,64518,0
271,1,5884589.908,64518,0
272,1,5884589.908,64518,0
273,1,5884589.908,64518,0
274,1,5884589.908,64518,0
275,1,5884589.908,64518,0
276,1,5884589.908,64518,0
277,1,5884589.908,64518,0
278,1,5884589.908,64518,0
279,1,5884589.908,64518,0
280,1,5884589.908,64518,0
281,1,5884589.908,64518,0
282,1,5884589.908,64518,0
283,1,5884589.908,64518,0
284,1,5884589.908,64518,0
285,1,5884589.908,64518,0
286,1,5884589.908,64518,0
287,1,5884589.908,64518,0
288,1,5884589.908,64518,0
289,1,5884589.908,64518,0
290,1,5884589.908,64518,0
291,1,5884589.908,64518,0
292,1,5884589.908,64518,0
293,1,5884589.908,64518,0
294,1,5884589.908,64518,0
295,1,5884589.908,64518,0
296,1,5884589.908,64518,0
297,1,5884589.908,64518,0
298,1,5884589.908,64518,0
299,1,5884589.908,64518,0
300,1,5884589.908,64518,0
301,1,5884589.908,64518,0
302,1,5884589.908,64518,0
303,1,5884589.908,64518,0
304,1,5884589.908,64518,0
305,1,5884589.908,64518,0
306,1,5884589.908,64518,0
307,1,5884589.908,64518,0
308,1,5884589.908,64518,0
309,1,5884589.908,64518,0
310,1,5884589.908,64518,0
311,1,5884589.908,64518,0
312,1,5884589.908,64518,0
313,1,5884589.908,64518,0
314,1,5884589.908,64518,0
315,1,5884589.908,64518,0
316,1,5884589.908,64518,0
317,1,5884589.908,64518,0
318,1,5884589.908,64518,0
319,1,5884589.908,64518,0
320,1,5884589.908,64518,0
321,1,5884589.908,64518,0
322,1,5884589.908,64518,0
323,1,5884589.908,64518,0
324,1,5884589.908,64518,0
325,1,5884589.908,64518,0
326,1,5884589.908,64518,0
327,1,5884589.908,64518,0
328,1,5884589.908,64518,0
329,1,5884589.908,64518,0
330,1,5884589.908,64518,0
331,1,5884589.908,64518,0
332,1,5884589.908,64518,0
333,1,5884589.908,64518,0
334,1,5884589.908,64518,0
335,1,5884589.908,64518,0
336,1,5884589.908,64518,0
337,1,5884589.908,64518,0
338,1,5884589.908,64518,0
339,1,5884589.908,64518,0
340,1,5884589.908,64518,0
341,1,5884589.908,64518,0
342,1,5884589.908,64518,0
343,1,5884589.908,64518,0
344,1,5884589.908,64518,0
345,1,5884589.908,64518,0
346,1,5884589.908,64518,0
347,1,5884589.908,64518,0
348,1,5884589.908,64518,0
349,1,5884589.908,64518,0
350,1,5884589.908,64518,0
351,1,5884589.908,64518,0
352,1,5884589.908,64518,0
353,1,5884589.908,64518,0
354,1,5884589.908,64518,0
355,1,5884589.908,64518,0
356,1,5884589.908,64518,0
357,1,5884589.908,64518,0
358,1,5884589.908,64518,0
359,1,5884589.908,64518,0
360,1,5884589.908,64518,0
361,1,5884589.908,64518,0
362,1,5884589.908,64518,0
363,1,5884589.908,64518,0
364,1,5884589.908,64518,0
365,1,5884589.908,64518,0
366,1,5884589.908,64518,0
367,1,5884589.908,64518,0
368,1,5884589.908,64518,0
369,1,5884589.908,64518,0
370,1,5884589.908,64518,0
371,1,5884589.908,64518,0
372,1,5884589.908,64518,0
373,1,5884589.908,64518,0
374,1,5884589.908,64518,0
375,1,5884589.908,64518,0
376,1,5884589.908,64518,0
377,1,5884589.908,64518,0
378,1,5884589.908,64518,0
379,1,5884589.908,64518,0
380,1,5884589.908,64518,0
381,1,5884589.908,64518,0
382,1,5884589.908,64518,0
383,1,5884589.908,64518,0
384,1,5884589.908,64518,0
385,1,5884589.908,64518,0
386,1,5884589.908,64518,0
387,1,5884589.908,64518,0
388,1,5884589.908,64518,0
389,1,5884589.908,64518,0
390,1,5884589.908,64518,0
391,1,5884589.908,64518,0
392,1,5884589.908,64518,0
393,1,5884589.908,64518,0
394,1,5884589.908,64518,0
395,1,5884589.908,64518,0
396,1,5884589.908,64518,0
397,1,5884589.908,64518,0
398,1,5884589.908,64518,0
399,1,5884589.908,64518,0
400,1,5884589.908,64518,0
401,1,5884589.908,64518,0
402,1,5884589.908,64518,0
403,1,5884589.908,64518,0
404,1,5884589.908,64518,0
405,1,5884589.908,64518,0
406,1,5884589.908,64518,0
407,1,5884589.908,64518,0
408,1,5884589.908,64518,0
409,1,5884589.908,64518,0
410,1,5884589.908,64518,0
411,1,5884589.908,64518,0
412,1,5884589.908,64518,0
413,1,5884589.908,64518,0
414,1,5884589.908,64518,0
415,1,5884589.908,64518,0
416,1,5884589.908,64518,0
417,1,5884589.908,64518,0
418,1,5884589.908,64518,0
419,1,5884589.908,64518,0
420,1,5884589.908,64518,0
421,1,5884589.908,64518,0
422,1,5884589.908,64518,0
423,1,5884589.908,64518,0
424,1,5884589.908,64518,0
425,1,5884589.908,64518,0
426,1,5884589.908,64518,0
427,1,5884589.908,64518,0
428,1,5884589.908,64518,0
429,1,5884589.908,64518,0
430,1,5884589.908,64518,0
431,1,5884589.908,64518,0
432,1,5884589.908,64518,0
433,1,5884589.908,64518,0
434,1,5884589.908,64518,0
435,1,5884589.908,64518,0
436,1,5884589.908,64518,0
437,1,5884589.908,64518,0
438,1,5884589.908,64518,0
439,1,5884589.908,64518,0
440,1,5884589.908,64518,0
441,1,5884589.908,64518,0
442,1,5884589.908,64518,0
443,1,5884589.908,64518,0
444,1,5884589.908,64518,0
445,1,5884589.908,64518,0
446,1,5884589.908,64518,0
447,1,5884589.908,64518,0
448,1,5884589.908,64518,0
449,1,5884589.908,64518,0
450,1,5884589.908,64518,0
451,1,5884589.908,64518,0
452,1,5884589.908,64518,0
453,1,5884589.908,64518,0
454,1,5884589.908,64518,0
455,1,5884589.908,64518,0
456,1,5884589.908,64518,0
457,1,5884589.908,64518,0
458,1,5884589.908,64518,0
459,1,5884589.908,64518,0
460,1,5884589.908,64518,0
461,1,5884589.908,64518,0
462,1,5884589.908,64518,0
463,1,5884589.908,64518,0
464,1,5884589.908,64518,0
465,1,5884589.908,64518,0
466,1,5884589.908,64518,0
467,1,5884589.908,64518,0
468,1,5884589.908,64518,0
469,1,5884589.908,64518,0
470,1,5884589.908,64518,0
471,1,5884589.908,64518,0
472,1,5884589.908,64518,0
473,1,5884589.908,64518,0
474,1,5884589.908,64518,0
475,1,5884589.908,64518,0
476,1,5884589.908,64518,0
477,1,5884589.908,64518,0
478,1,5884589.908,64518,0
479,1,5884589.908,64518,0
480,1,5884589.908,64518,0
481,1,5884589.908,64518,0
482,1,5884589.908,64518,0
483,1,5884589.908,64518,0
484,1,5884589.908,64518,0
485,1,5884589.908,64518,0
486,1,5884589.908,64518,0
487,1,5884589.908,64518,0
488,1,5884589.908,64518,0
489,1,5884589.908,64518,0
490,1,5884589.908,64518,0
491,1,5884589.908,64518,0
492,1,5884589.908,64518,0
493,1,5884589.908,64518,0
494,1,5884589.908,64518,0
495,1,5884589.908,64518,0
496,1,5884589.908,64518,0
497,1,5884589.908,64518,0
498,1,5884589.908,64518,0
499,1,5884589.908,64518,0
500,1,5884589.908,64518,0
501,1,5884589.908,64518,0
502,1,5884589.908,64518,0
503,1,5884589.908,64518,0
504,1,5884589.908,64518,0
505,1,5884589.908,64518,0
506,1,5884589.908,64518,0
507,1,5884589.908,64518,0
508,1,5884589.908,64518,0
509,1,5884589.908,64518,0
510,1,5884589.908,64518,0
511,1,5884589.908,64518,0
512,1,5884589.908,64518,0
513,1,5884589.908,64518,0
514,1,5884589.908,64518,0
515,1,5884589.908,64518,0
516,1,5884589.908,64518,0
517,1,5884589.908,64518,0
518,1,5884589.908,64518,0
519,1,5884589.908,64518,0
520,1,5884589.908,64518,0
521,1,5884589.908,64518,0
522,1,5884589.908,64518,0
523,1,5884589.908,64518,0
524,1,5884589.908,64518,0
525,1,5884589.908,64518,0
526,1,5884589.908,64518,0
527,1,5884589.908,64518,0
528,1,5884589.908,64518,0
529,1,5884589.908,64518,0
530,1,5884589.908,64518,0
531,1,5884589.908,64518,0
532,1,5884589.908,64518,0
533,1,5884589.908,64518,0
534,1,5884589.908,64518,0
535,1,5884589.908,64518,0
536,1,5884589.908,64518,0
537,1,5884589.908,64518,0
538,1,5884589.908,64518,0
539,1,5884589.908,64518,0
540,1,5884589.908,64518,0
541,1,5884589.908,64518,0
542,1,5884589.908,64518,0
543,1,5884589.908,64518,0
544,1,5884589.908,64518,0
545,1,5884589.908,64518,0
546,1,5884589.908,64518,0
547,1,5884589.908,64518,0
548,1,5884589.908,64518,0
549,1,5884589.908,64518,0
550,1,5884589.908,64518,0
551,1,5884589.908,64518,0
552,1,5884589.908,64518,0
553,1,5884589.908,64518,0
554,1,5884589.908,64518,0
555,1,5884589.908,64518,0
556,1,5884589.908,64518,0
557,1,5884589.908,64518,0
558,1,5884589.908,64518,0
559,1,5884589.908,64518,0
560,1,5884589.908,64518,0
561,1,5884589.908,64518,0
562,1,5884589.908,64518,0
563,1,5884589.908,64518,0
564,1,5884589.908,64518,0
565,1,5884589.908,64518,0
566,1,5884589.908,64518,0
567,1,5884589.908,64518,0
568,1,5884589.908,64518,0
569,1,5884589.908,64518,0
570,1,5884589.908,64518,0
571,1,5884589.908,64518,0
572,1,5884589.908,64518,0
573,1,5884589.908,64518,0
574,1,5884589.908,64518,0
575,1,5884589.908,64518,0
576,1,5884589.908,64518,0
577,1,5884589.908,64518,0
578,1,5884589.908,64518,0
579,1,5884589.908,64518,0
580,1,5884589.908,64518,0
581,1,5884589.908,64518,0
582,1,5884589.908,64518,0
583,1,5884589.908,64518,0
584,1,5884589.908,64518,0
585,1,5884589.908,64518,0
586,1,5884589.908,64518,0
587,1,5884589.908,64518,0
588,1,5884589.908,64518,0
589,1,5884589.908,64518,0
590,1,5884589.908,64518,0
591,1,5884589.908,64518,0
592,1,5884589.908,64518,0
593,1,5884589.908,64518,0
594,1,5884589.908,64518,0
595,1,5884589.908,64518,0
596,1,5884589.908,64518,0
597,1,5884589.908,64518,0
598,1,5884589.908,64518,0
599,1,5884589.908,64518,0
600,1,5884589.908,64518,0
601,1,5884589.908,64518,0
602,1,5884589.908,64518,0
603,1,5884589.908,64518,0
604,1,5884589.908,64518,0
605,1,5884589.908,64518,0
606,1,5884589.908,64518,0
607,1,5884589.908,64518,0
608,1,5884589.908,64518,0
609,1,5884589.908,64518,0
610,1,5884589.908,64518,0
611,1,5884589.908,64518,0
612,1,5884589.908,64518,0
613,1,5884589.908,64518,0
614,1,5884589.908,64518,0
615,1,5884589.908,64518,0
616,1,5884589.908,64518,0
617,1,5884589.908,64518,0
618,1,5884589.908,64518,0
619,1,5884589.908,64518,0
620,1,5884589.908,64518,0
621,1,5884589.908,64518,0
622,1,5884589.908,64518,0
623,1,5884589.908,64518,0
624,1,5884589.908,64518,0
625,1,5884589.908,64518,0
626,1,5884589.908,64518,0
627,1,5884589.908,64518,0
628,1,5884589.908,64518,0
629,1,5884589.908,64518,0
630,1,5884589.908,64518,0
631,1,5884589.908,64518,0
632,1,5884589.908,64518,0
633,1,5884589.908,64518,0
634,1,5884589.908,64518,0
635,1,5884589.908,64518,0
636,1,5884589.908,64518,0
637,1,5884589.908,64518,0
638,1,5884589.908,64518,0
639,1,5884589.908,64518,0
640,1,5884589.908,64518,0
641,1,5884589.908,64518,0
642,1,5884589.908,64518,0
643,1,5884589.908,64518,0
644,1,5884589.908,64518,0
645,1,5884589.908,64518,0
646,1,5884589.908,64518,0
647,1,5884589.908,64518,0
648,1,5884589.908,64518,0
649,1,5884589.908,64518,0
650,1,5884589.908,64518,0
651,1,5884589.908,64518,0
652,1,5884589.908,64518,0
653,1,5884589.908,64518,0
654,1,5884589.908,64518,0
655,1,5884589.908,64518,0
656,1,5884589.908,64518,0
657,1,5884589.908,64518,0
658,1,5884589.908,64518,0
659,1,5884589.908,64518,0
660,1,5884589.908,64518,0
661,1,5884589.908,64518,0
662,1,5884589.908,64518,0
663,1,5884589.908,64518,0
664,1,5884589.908,64518,0
665,1,5884589.908,64518,0
666,1,5884589.908,64518,0
667,1,5884589.908,64518,0
668,1,5884589.908,64518,0
669,1,5884589.908,64518,0
670,1,5884589.908,64518,0
671,1,5884589.908,64518,0
672,1,5884589.908,64518,0
673,1,5884589.908,64518,0
674,1,5884589.908,64518,0
675,1,5884589.908,64518,0
676,1,5884589.908,64518,0
677,1,5884589.908,64518,0
678,1,5884589.908,64518,0
679,1,5884589.908,64518,0
680,1,5884589.908,64518,0
681,1,5884589.908,64518,0
682,1,5884589.908,64518,0
683,1,5884589.908,64518,0
684,1,5884589.908,64518,0
685,1,5884589.908,64518,0
686,1,5884589.908,64518,0
687,1,5884589.908,64518,0
688,1,5884589.908,64518,0
689,1,5884589.908,64518,0
690,1,5884589.908,64518,0
691,1,5884589.908,64518,0
692,1,5884589.908,64518,0
693,1,5884589.908,64518,0
694,1,5884589.908,64518,0
695,1,5884589.908,64518,0
696,1,5884589.908,64518,0
697,1,5884589.908,64518,0
698,1,5884589.908,64518,0
699,1,5884589.908,64518,0
700,1,5884589.908,64518,0
701,1,5884589.908,64518,0
702,1,5884589.908,64518,0
703,1,5884589.908,64518,0
704,1,5884589.908,64518,0
705,1,5884589.908,64518,0
706,1,5884589.908,64518,0
707,1,5884589.908,64518,0
708,1,5884589.908,64518,0
709,1,5884589.908,64518,0
710,1,5884589.908,64518,0
711,1,5884589.908,64518,0
712,1,5884589.908,64518,0
713,1,5884589.908,64518,0
714,1,5884589.908,64518,0
715,1,5884589.908,64518,0
716,1,5884589.908,64518,0
717,1,5884589.908,64518,0
718,1,5884589.908,64518,0
719,1,5884589.908,64518,0
720,1,5884589.908,64518,0
721,1,5884589.908,64518,0
722,1,5884589.908,64518,0
723,1,5884589.908,64518,0
724,1,5884589.908,64518,0
725,1,5884589.908,64518,0
726,1,5884589.908,64518,0
727,1,5884589.908,64518,0
728,1,5884589.908,64518,0
729,1,5884589.908,64518,0
730,1,5884589.908,64518,0
731,1,5884589.908,64518,0
732,1,5884589.908,64518,0
733,1,5884589.908,64518,0
734,1,5884589.908,64518,0
735,1,5884589.908,64518,0
736,1,5884589.908,64518,0
737,1,5884589.908,64518,0
738,1,5884589.908,64518,0
739,1,5884589.908,64518,0
740,1,5884589.908,64518,0
741,1,5884589.908,64518,0
742,1,5884589.908,64518,0
743,1,5884589.908,64518,0
744,1,5884589.908,64518,0
745,1,5884589.908,64518,0
746,1,5884589.908,64518,0
747,1,5884589.908,64518,0
748,1,5884589.908,64518,0
749,1,5884589.908,64518,0
750,1,5884589.908,64518,0
751,1,5884589.908,64518,0
752,1,5884589.908,64518,0
753,1,5884589.908,64518,0
754,1,5884589.908,64518,0
755,1,5884589.908,64518,0
756,1,5884589.908,64518,0
757,1,5884589.908,64518,0
758,1,5884589.908,64518,0
759,1,5884589.908,64518,0
760,1,5884589.908,64518,0
761,1,5884589.908,64518,0
762,1,5884589.908,64518,0
763,1,5884589.908,64518,0
764,1,5884589.908,64518,0
765,1,5884589.908,64518,0
766,1,5884589.908,64518,0
767,1,5884589.908,64518,0
768,1,5884589.908,64518,0
769,1,5884589.908,64518,0
770,1,5884589.908,64518,0
771,1,5884589.908,64518,0
772,1,5884589.908,64518,0
773,1,5884589.908,64518,0
774,1,5884589.908,64518,0
775,1,5884589.908,64518,0
776,1,5884589.908,64518,0
777,1,5884589.908,64518,0
778,1,5884589.908,64518,0
779,1,5884589.908,64518,0
780,1,5884589.908,64518,0
781,1,5884589.908,64518,0
782,1,5884589.908,64518,0
783,1,5884589.908,64518,0
784,1,5884589.908,64518,0
785,1,5884589.908,64518,0
786,1,5884589.908,64518,0
787,1,5884589.908,64518,0
788,1,5884589.908,64518,0
789,1,5884589.908,64518,0
790,1,5884589.908,64518,0
791,1,5884589.908,64518,0
792,1,5884589.908,64518,0
793,1,5884589.908,64518,0
794,1,5884589.908,64518,0
795,1,5884589.908,64518,0
796,1,5884589.908,64518,0
797,1,5884589.908,64518,0
798,1,5884589.908,64518,0
799,1,5884589.908,64518,0
800,1,5884589.908,64518,0
801,1,5884589.908,64518,0
802,1,5884589.908,64518,0
803,1,5884589.908,64518,0
804,1,5884589.908,64518,0
805,1,5884589.908,64518,0
806,1,5884589.908,64518,0
807,1,5884589.908,64518,0
808,1,5884589.908,64518,0
809,1,5884589.908,64518,0
810,1,5884589.908,64518,0
811,1,5884589.908,64518,0
812,1,5884589.908,64518,0
813,1,5884589.908,64518,0
814,1,5884589.908,64518,0
815,1,5884589.908,64518,0
816,1,5884589.908,64518,0
817,1,5884589.908,64518,0
818,1,5884589.908,64518,0
819,1,5884589.908,64518,0
820,1,5884589.908,64518,0
821,1,5884589.908,64518,0
822,1,5884589.908,64518,0
823,1,5884589.908,64518,0
824,1,5884589.908,64518,0
825,1,5884589.908,64518,0
826,1,5884589.908,64518,0
827,1,5884589.908,64518,0
828,1,5884589.908,64518,0
829,1,5884589.908,64518,0
830,1,5884589.908,64518,0
831,1,5884589.908,64518,0
832,1,5884589.908,64518,0
833,1,5884589.908,64518,0
834,1,5884589.908,64518,0
835,1,5884589.908,64518,0
836,1,5884589.908,64518,0
837,1,5884589.908,64518,0
838,1,5884589.908,64518,0
839,1,5884589.908,64518,0
840,1,5884589.908,64518,0
841,1,5884589.908,64518,0
842,1,5884589.908,64518,0
843,1,5884589.908,64518,0
844,1,5884589.908,64518,0
845,1,5884589.908,64518,0
846,1,5884589.908,64518,0
847,1,5884589.908,64518,0
848,1,5884589.908,64518,0
849,1,5884589.908,64518,0
850,1,5884589.908,64518,0
851,1,5884589.908,64518,0
852,1,5884589.908,64518,0
853,1,5884589.908,64518,0
854,1,5884589.908,64518,0
855,1,5884589.908,64518,0
856,1,5884589.908,64518,0
857,1,5884589.908,64518,0
858,1,5884589.908,64518,0
859,1,5884589.908,64518,0
860,1,5884589.908,64518,0
861,1,5884589.908,64518,0
862,1,5884589.908,64518,0
863,1,5884589.908,64518,0
864,1,5884589.908,64518,0
865,1,5884589.908,64518,0
866,1,5884589.908,64518,0
867,1,5884589.908,64518,0
868,1,5884589.908,64518,0
869,1,5884589.908,64518,0
870,1,5884589.908,64518,0
871,1,5884589.908,64518,0
872,1,5884589.908,64518,0
873,1,5884589.908,64518,0
874,1,5884589.908,64518,0
875,1,5884589.908,64518,0
876,1,5884589.908,64518,0
877,1,5884589.908,64518,0
878,1,5884589.908,64518,0
879,1,5884589.908,64518,0
880,1,5884589.908,64518,0
881,1,5884589.908,64518,0
882,1,5884589.908,64518,0
883,1,5884589.908,64518,0
884,1,5884589.908,64518,0
885,1,5884589.908,64518,0
886,1,5884589.908,64518,0
887,1,5884589.908,64518,0
888,1,5884589.908,64518,0
889,1,5884589.908,64518,0
890,1,5884589.908,64518,0
891,1,5884589.908,64518,0
892,1,5884589.908,64518,0
893,1,5884589.908,64518,0
894,1,5884589.908,64518,0
895,1,5884589.908,64518,0
896,1,5884589.908,64518,0
897,1,5884589.908,64518,0
898,1,5884589.908,64518,0
899,1,5884589.908,64518,0
900,1,5884589.908,64518,0
901,1,5884589.908,64518,0
902,1,5884589.908,64518,0
903,1,5884589.908,64518,0
904,1,5884589.908,64518,0
905,1,5884589.908,64518,0
906,1,5884589.908,64518,0
907,1,5884589.908,64518,0
908,1,5884589.908,64518,0
909,1,5884589.908,64518,0
910,1,5884589.908,64518,0
911,1,5884589.908,64518,0
912,1,5884589.908,64518,0
913,1,5884589.908,64518,0
914,1,5884589.908,64518,0
915,1,5884589.908,64518,0
916,1,5884589.908,64518,0
917,1,5884589.908,64518,0
918,1,5884589.908,64518,0
919,1,5884589.908,64518,0
920,1,5884589.908,64518,0
921,1,5884589.908,64518,0
922,1,5884589.908,64518,0
923,1,5884589.908,64518,0
924,1,5884589.908,64518,0
925,1,5884589.908,64518,0
926,1,5884589.908,64518,0
927,1,5884589.908,64518,0
